"spend","Display","Paid Search","Paid Social"
1777630.53816322,10596.3744083511,19495.6000604872,2643.50551832019
1781634.21054647,10605.081715781,19505.6385249721,2643.73769904101
1785637.88292972,10613.7545636144,19515.6214464983,2643.96737304983
1789641.55531297,10622.3930882268,19525.549132386,2644.19456741008
1793645.22769622,10630.9974254541,19535.4218882545,2644.419308893
1797648.90007948,10639.5677105945,19545.2400180324,2644.64162398078
1801652.57246273,10648.1040784109,19555.0038239667,2644.86153886972
1805656.24484598,10656.6066631326,19564.7136066318,2645.07907947329
1809659.91722923,10665.075598458,19574.3696649393,2645.29427142518
1813663.58961248,10673.5110175561,19583.9722961467,2645.50714008233
1817667.26199573,10681.9130530692,19593.5217958669,2645.71771052792
1821670.93437898,10690.2818371143,19603.0184580771,2645.92600757432
1825674.60676223,10698.6175012858,19612.462575128,2646.13205576603
1829678.27914548,10706.9201766573,19621.8544377527,2646.33587938254
1833681.95152873,10715.1899937834,19631.1943350755,2646.53750244121
1837685.62391198,10723.4270827024,19640.4825546213,2646.73694870011
1841689.29629523,10731.6315729377,19649.7193823237,2646.93424166081
1845692.96867848,10739.8035935003,19658.9051025347,2647.12940457114
1849696.64106173,10747.9432728903,19668.0399980326,2647.32246042793
1853700.31344498,10756.0507390997,19677.1243500312,2647.51343197974
1857703.98582823,10764.1261196136,19686.1584381884,2647.70234172954
1861707.65821148,10772.1695414128,19695.1425406148,2647.88921193732
1865711.33059473,10780.1811309754,19704.076933882,2648.07406462275
1869715.00297798,10788.1610142792,19712.9618930314,2648.25692156779
1873718.67536123,10796.1093168031,19721.7976915828,2648.43780431921
1877722.34774449,10804.0261635296,19730.5846015423,2648.61673419117
1881726.02012774,10811.9116789467,19739.3228934112,2648.79373226769
1885729.69251099,10819.7659870495,19748.0128361941,2648.96881940518
1889733.36489424,10827.5892113424,19756.6546974071,2649.14201623487
1893737.03727749,10835.3814748413,19765.2487430861,2649.31334316525
1897740.70966074,10843.1429000749,19773.7952377951,2649.48282038446
1901744.38204399,10850.8736090872,19782.2944446343,2649.6504678627
1905748.05442724,10858.5737234391,19790.7466252482,2649.81630535455
1909751.72681049,10866.2433642106,19799.1520398334,2649.98035240132
1913755.39919374,10873.8826520023,19807.510947147,2650.14262833333
1917759.07157699,10881.4917069376,19815.8236045144,2650.30315227223
1921762.74396024,10889.0706486645,19824.0902678372,2650.4619431332
1925766.41634349,10896.6195963576,19832.3111916009,2650.61901962721
1929770.08872674,10904.1386687197,19840.4866288833,2650.77440026322
1933773.76110999,10911.6279839839,19848.6168313616,2650.92810335038
1937777.43349324,10919.0876599153,19856.7020493205,2651.08014700013
1941781.10587649,10926.5178138131,19864.7425316601,2651.2305491284
1945784.77825974,10933.9185625121,19872.7385259032,2651.37932745769
1949788.45064299,10941.290022385,19880.6902782028,2651.52649951914
1953792.12302624,10948.6323093436,19888.5980333505,2651.67208265465
1957795.7954095,10955.9455388412,19896.4620347828,2651.81609401887
1961799.46779275,10963.2298258741,19904.2825245898,2651.95855058123
1965803.140176,10970.4852849836,19912.0597435219,2652.09946912799
1969806.81255925,10977.7120302575,19919.7939309973,2652.23886626413
1973810.4849425,10984.9101753324,19927.4853251098,2652.3767584154
1977814.15732575,10992.0798333948,19935.1341626355,2652.51316183019
1981817.829709,10999.2211171835,19942.7406790407,2652.64809258147
1985821.50209225,11006.3341389911,19950.3051084886,2652.78156656867
1989825.1744755,11013.4190106658,19957.8276838469,2652.91359951959
1993828.84685875,11020.4758436132,19965.308636695,2653.04420699219
1997832.519242,11027.5047487977,19972.7481973307,2653.17340437649
